session_id,target
1,2.6325222366351214e-06
2,2.3942257709429515e-10
3,1.1349713410535957e-12
4,1.457599599864623e-17
5,1.0242241410039701e-06
6,1.8306816082541064e-07
7,0.00012323735556220763
8,2.8782581596165544e-06
9,8.398214331448428e-07
10,0.00033447137106279863
11,2.4404934741646247e-07
12,1.9036966758950364e-08
13,3.531539092767229e-07
14,0.004628011875691709
15,2.3173022960658984e-06
16,1.77496297572545e-05
17,0.012671271189290349
18,9.102591455510291e-10
19,1.2931444128725172e-05
20,6.229942679992093e-10
21,0.02082557817406947
22,5.373316688747662e-10
23,1.6252466918812252e-07
24,2.4296380604874595e-05
25,0.06709303802910949
26,2.0296111005892056e-16
27,1.3562674509585687e-07
28,1.9590479353387132e-13
29,0.008935715888774901
30,5.022171504291691e-06
31,0.01117928037171565
32,0.00887792597607178
33,3.4279045914320414e-07
34,5.967541963148467e-11
35,0.001835209164168301
36,0.00012083658815522795
37,1.3640996928085267e-16
38,7.82455289623091e-11
39,8.754172386813277e-07
40,2.072562972579116e-08
41,8.319459035956554e-06
42,0.0073629992135029725
43,2.8360007337993827e-09
44,2.273456070445659e-07
45,0.9213236745670856
46,2.3108049808550491e-07
47,1.0962292500335623e-05
48,3.7151646399146224e-07
49,7.760665197624476e-08
50,1.173693541956567e-10
51,1.9436388119751696e-15
52,7.820399767723492e-09
53,0.015808907527640637
54,8.755182628396496e-06
55,7.831957293678388e-10
56,0.0007138991699235939
57,4.325014917250954e-12
58,7.866272016066616e-11
59,1.0368073164864659e-07
60,2.87880380011548e-09
61,1.0502530181275524e-10
62,1.766742508308589e-06
63,2.8327779189351845e-09
64,4.608911912722297e-09
65,3.111958396023571e-08
66,2.2194296921188166e-09
67,5.334189548695658e-08
68,9.094887585082861e-06
69,0.034482883444316326
70,1.2254909115117988e-07
71,1.6700753049020296e-05
72,1.5896506298840904e-05
73,0.11155634994317938
74,3.7230068153908155e-08
75,1.8912179816543286e-06
76,1.1712016507185126e-05
77,8.339764969074761e-06
78,0.0008135491234943213
79,1.1551828038622116e-08
80,1.255796364265927e-07
81,1.3799515227744628e-09
82,4.84686951124013e-06
83,3.695050474503157e-15
84,0.7611838672961658
85,7.425238694880808e-08
86,5.035862858478892e-09
87,0.0005553208181524574
88,7.971284344918217e-06
89,6.919580763696328e-05
90,0.016832713770335794
91,5.970923173606512e-08
92,7.135991817109431e-09
93,0.02620146497291645
94,1.4290083164958716e-06
95,0.09569355952473971
96,5.336547209733324e-10
97,1.3387515217523527e-06
98,1.4780353489448516e-08
99,1.388411329672324e-09
100,3.6689110821714686e-06
101,5.124654696277333e-07
102,0.11451590290885082
103,8.494665435474119e-07
104,3.9073109143251444e-07
105,5.862237511890125e-09
106,4.426400637726061e-08
107,0.0002735516929998735
108,1.822631072817063e-07
109,2.067275825569598e-10
110,2.571791911248305e-08
111,1.7468641672186521e-06
112,2.8125711187836767e-13
113,6.156590180698679e-05
114,1.8102385053889962e-11
115,1.228245292302377e-09
116,1.5166540540584135e-06
117,1.810081900497453e-06
118,0.00010003128488368791
119,6.51393407850573e-05
120,5.292524507201458e-06
121,3.115290033860062e-08
122,1.3484220498407362e-08
123,4.379878782676793e-08
124,5.712596919206586e-08
125,0.0009223555073068167
126,1.1612908053718218e-09
127,1.4523386677800946e-13
128,1.8681851009537921e-07
129,0.0002981610274128555
130,0.0011392725391208684
131,3.93749362449705e-05
132,0.00014939965762632507
133,0.00031433417527586266
134,4.819757832082149e-11
135,9.133228818346491e-11
136,1.103919812828215e-08
137,1.0160309048717348e-07
138,0.00017412714140012102
139,3.8128559358450235e-09
140,4.208843182977254e-07
141,2.2333022802252647e-12
142,9.113550032055295e-08
143,4.460295996091903e-08
144,0.00021986136714022728
145,1.691397600938052e-10
146,3.188612587339725e-05
147,4.267663702746787e-07
148,0.00011871474445363067
149,0.00011608326673733528
150,0.019708074953259682
151,4.0769082166462064e-11
152,0.014480065918478413
153,1.572802854165984e-06
154,8.353318724184767e-07
155,3.9569690351226575e-07
156,7.171331083202061e-09
157,3.1750541630455562e-09
158,1.976197169299042e-08
159,5.402979979362858e-07
160,1.0078118783881817e-08
161,0.000249815208533474
162,6.2664783486177825e-06
163,3.660163882912585e-06
164,0.00031269073706728976
165,8.832106033617846e-13
166,6.279007024997925e-10
167,0.0005496662690395674
168,0.00011608326673733528
169,6.851276390947864e-05
170,1.989494864024612e-05
171,0.00018161503311502194
172,6.706662345709037e-06
173,2.555317795338914e-07
174,2.1427749257736804e-06
175,0.2310632308813001
176,0.00015067801193617263
177,0.0022057801028224
178,9.017815717032142e-11
179,1.1676710164831875e-07
180,2.0818034978044593e-05
181,1.8840992718539408e-07
182,0.00015659126360491245
183,8.160647963064992e-09
184,8.709402949060223e-07
185,1.3414942671993441e-08
186,3.7624879032558036e-07
187,1.4885532777782043e-12
188,2.0296404658366563e-09
189,0.00031322654517301844
190,6.068051755963076e-08
191,2.7514078067874744e-07
192,6.257061614295046e-08
193,0.00017644879708514577
194,9.135079518572983e-05
195,6.293547853729586e-07
196,1.4393901870932192e-09
197,1.1561216877396784e-07
198,0.00031302867575224433
199,0.01150068766156463
200,4.1765889952757726e-08
201,1.7764518971858132e-07
202,0.014030228495818876
203,1.5537722530757712e-09
204,2.2665581440442306e-06
205,0.0004728501561675856
206,4.996832049340743e-18
207,6.725766497388454e-08
208,0.00010358150404196556
209,6.522814874094597e-09
210,0.0001967373796213056
211,6.0065612601573407e-05
212,0.01248698590594436
213,2.288886703903778e-08
214,0.01672254184617978
215,9.560021110016051e-05
216,0.004214338119585553
217,0.06944033240792219
218,5.1207388699384304e-05
219,1.453059991654761e-05
220,1.1092585727831732e-05
221,3.136271087404683e-05
222,1.1643101728977067e-07
223,0.010287090337625992
224,3.4678927269406816e-05
225,0.010745909158288693
226,0.00047258236487864947
227,2.1298125162858876e-05
228,4.6010079392750157e-07
229,3.2492881006199246e-08
230,9.192133612755412e-05
231,2.459933082058316e-09
232,5.7050930495527215e-09
233,2.3021758433767734e-09
234,0.0005035982794338619
235,1.5337742372196743e-06
236,1.1231133853685712e-05
237,1.7862895421977453e-05
238,8.668611721773308e-05
239,8.754172386813277e-07
240,0.0001679171759276023
241,6.509417172388828e-07
242,4.0511677586908566e-13
243,5.847074805020489e-15
244,1.9886515771172775e-08
245,5.175481764320458e-06
246,3.341536518639512e-11
247,0.06835097820447533
248,1.9847114517634485e-06
249,7.848717209332553e-10
250,6.637865536926671e-06
251,0.017090573563763478
252,1.649063905372884e-07
253,9.646434085857369e-09
254,6.985157881088463e-05
255,2.4452771639987156e-08
256,1.1113089768805988e-14
257,3.337066924457097e-07
258,0.002915594806968073
259,0.0006196393358346858
260,0.0005911133296413499
261,6.552380848955123e-07
262,0.00018541267410658764
263,5.856732559093135e-07
264,8.676328398895256e-05
265,5.372591708592641e-07
266,6.422115077856701e-13
267,3.046536190062444e-20
268,9.779828323545766e-07
269,3.805132805758368e-05
270,5.216578154587631e-06
271,2.1882151582207805e-10
272,5.594115946492736e-07
273,4.115967787500261e-09
274,0.00017738730800738147
275,0.0007293257966985002
276,4.5457129591707335e-12
277,6.24036670414735e-05
278,0.006989645601420638
279,7.293386328090018e-10
280,0.00018526079475226497
281,1.1969056521680075e-07
282,0.0002669484350352988
283,5.943068509673066e-05
284,7.540654332107478e-07
285,7.379778595430712e-10
286,2.669084558621339e-15
287,3.220593215690359e-05
288,3.471256213949631e-13
289,7.85865377012309e-06
290,5.6499522056738485e-08
291,0.00020049069830218759
292,2.6636550852538138e-05
293,0.0006488563706345998
294,1.7050168208381175e-07
295,1.2814066757942597e-08
296,1.0038975143943949e-07
297,5.496590171077894e-08
298,2.5180578721540793e-14
299,2.779345251384057e-15
300,3.206371185452425e-08
301,4.222779513095315e-08
302,6.430522260693793e-08
303,4.264150842689084e-13
304,0.016006019740349802
305,0.13957968696793904
306,1.300482710749616e-08
307,0.00020510622770886702
308,1.35045000622392e-06
309,0.00011281358527963496
310,2.3640686022872145e-08
311,0.00046437290648449446
312,0.003978503744710073
313,1.1318515263220645e-05
314,4.325295401834511e-08
315,3.0205306759029234e-09
316,1.3331857206965115e-09
317,0.0005210730107299428
318,9.40764429524678e-10
319,5.993497830922706e-12
320,2.3935795003625932e-06
321,0.0010473475221398968
322,7.384132029257713e-09
323,3.4340892404675306e-08
324,0.02313890718382152
325,0.0006356880704715467
326,0.0021118350521102743
327,6.429750554517684e-07
328,7.408725433050462e-05
329,1.0078118783881817e-08
330,8.539745364939593e-09
331,0.0036825751947344213
332,2.7840608860058743e-05
333,0.10494467422551343
334,4.2837797119588714e-10
335,5.9101093434767156e-08
336,7.698476575553884e-06
337,0.00863265837113385
338,0.004573235915383662
339,6.892656471226045e-07
340,0.0003630686051524697
341,7.527521480833343e-11
342,0.00013304096012506286
343,0.00014786450162623642
344,0.0008613996609477322
345,2.872082067526747e-06
346,3.0910166974387326e-06
347,0.5532201148071104
348,1.1011376893989696e-09
349,3.440993032796809e-16
350,0.0007128612777812151
351,3.7032605143621505e-06
352,0.01363934036150756
353,0.011677056377493972
354,1.5813747783194164e-05
355,0.00030569859633404754
356,7.769319223176884e-07
357,1.662450600947321e-07
358,2.7825787295749837e-08
359,0.08938667400761045
360,1.3800672109640459e-09
361,0.0002708180244286641
362,8.379233837272323e-05
363,2.12356480031651e-07
364,0.00015729575714008585
365,1.0986953499231472e-12
366,3.191271336988917e-16
367,1.271558150943128e-12
368,0.0017323363729090566
369,0.00018333789707989387
370,6.386743077235667e-09
371,0.00011166565499497804
372,1.0563068553709847e-10
373,1.850707832933538e-09
374,1.4501901752815768e-14
375,2.3265505132850496e-07
376,2.9017217592467397e-05
377,5.601794475633387e-07
378,6.48770104820232e-13
379,1.2480382181479437e-09
380,2.4995754533728215e-07
381,1.2296041546300819e-05
382,0.0005207931486147104
383,2.981316700820957e-09
384,9.200538831721138e-08
385,0.00022880998853602356
386,3.742370992968322e-06
387,0.0001275762282389742
388,8.593166060666387e-05
389,1.1066167891677805e-10
390,8.128237996434025e-07
391,5.9548574003359196e-08
392,1.9641083686763578e-05
393,7.598223369602995e-07
394,2.301150983167996e-08
395,2.8822573009755817e-08
396,1.3882777278229835e-06
397,1.4969113462235081e-09
398,2.1902696798567957e-06
399,6.185118181460027e-16
400,1.1680990270867025e-08
401,4.315482724897517e-12
402,1.1738352492403001e-07
403,7.352108275276774e-08
404,0.02276678475910371
405,3.191830079377299e-07
406,0.0020165844233204677
407,3.4258135703971265e-07
408,2.91017073870297e-08
409,0.0003347903236220321
410,7.36799363593341e-12
411,1.1536122201439735e-10
412,3.296641827807095e-07
413,2.8427164653805375e-05
414,6.040832134749472e-08
415,3.9118156375674356e-14
416,2.406074606457897e-06
417,0.0006569207448683704
418,7.341491824901596e-10
419,1.5213244292078972e-10
420,6.12992024437377e-07
421,9.606444573334411e-05
422,0.00011166565499497804
423,6.202156217670326e-08
424,2.5030098722404174e-07
425,5.209461072576236e-16
426,0.9992174975519392
427,6.715311690105018e-07
428,3.168040022952442e-17
429,0.0003682313264551097
430,1.0078118783881817e-08
431,5.522576742613624e-09
432,8.094812862234124e-05
433,6.178070212379351e-09
434,2.7626059939468617e-05
435,2.697246177215229e-08
436,2.4318900065055954e-05
437,3.948703586176387e-06
438,6.045979317893075e-06
439,7.264757231548914e-07
440,1.5767707367948393e-14
441,3.031240589126113e-07
442,1.8678698257062774e-08
443,7.37645984032792e-10
444,3.35372065003207e-08
445,2.4295558694910766e-05
446,7.449530164125262e-05
447,1.0949169080449527e-09
448,0.0013467860897552893
449,6.8766251967236675e-06
450,3.3087249066481426e-08
451,2.916768640800684e-06
452,0.00039563298893505465
453,7.908988649435006e-06
454,1.1170878960729735e-11
455,4.492358076837178e-08
456,6.306511263865112e-09
457,6.553520376216085e-08
458,6.4209041474629e-06
459,4.761618835457064e-07
460,0.0455199048119112
461,2.4995754533728215e-07
462,1.5825472051258712e-12
463,1.2694633859515005e-14
464,9.349588260213837e-08
465,0.00012076548305102152
466,1.8343556225138715e-07
467,1.697807668569441e-07
468,3.116596439292564e-07
469,4.548839175744592e-06
470,4.55309312858292e-06
471,0.000799615268597374
472,4.615689421405139e-10
473,5.1207388699384304e-05
474,2.391527081540496e-13
475,0.01379598174479511
476,5.778309392084016e-14
477,1.2659550019344867e-06
478,3.2472764321336697e-06
479,0.36653866535911966
480,9.938675644969194e-09
481,0.0015108503888250017
482,4.6489696165788294e-05
483,0.0006416636179256281
484,3.983118937054677e-06
485,0.0061733362875068835
486,5.353961429014151e-06
487,1.4968386669155686e-06
488,1.3831188301997785e-08
489,1.2417704791610068e-05
490,5.371633159308486e-10
491,0.00015757697822497236
492,7.562513900054038e-05
